visitorid,total_views,total_addtocart,total_transactions,cluster
733458,6,1,1,0
733771,19,2,1,0
734226,3,0,1,0
734350,1,1,1,0
734374,9,1,1,0
734432,2,1,1,0
734633,69,2,2,0
734719,1,1,1,0
734846,10,2,1,0
734989,37,2,2,0
735088,34,1,1,0
735090,9,4,1,0
735322,10,1,1,0
735385,13,2,1,0
735474,2,1,1,0
735490,3,1,1,0
735763,1,2,1,0
736455,2,0,1,0
736846,2,2,1,0
737053,1028,17,10,3
737166,0,1,1,0
737329,9,1,1,0
737341,2,8,1,0
737454,5,2,1,0
738182,1,3,3,0
738195,1,1,1,0
738198,7,2,1,0
738365,1,0,1,0
738410,13,2,2,0
738499,1,1,1,0
738601,0,1,1,0
738700,1,1,1,0
738746,42,3,3,0
738773,0,2,1,0
738908,14,3,2,0
739473,2,1,2,0
739495,3,2,1,0
739647,81,1,1,0
739773,2,1,1,0
740116,1,1,1,0
740132,5,2,2,0
740308,5,2,1,0
740324,3,2,1,0
740575,10,3,3,0
740720,12,2,2,0
740743,2,1,1,0
740777,8,1,1,0
740861,5,2,1,0
741012,3,1,1,0
741119,3,1,1,0
741123,3,1,1,0
741178,1,0,1,0
741296,7,8,1,0
741488,2,1,1,0
741539,5,0,2,0
741611,2,1,1,0
741744,5,1,2,0
741899,8,1,1,0
741945,2,1,1,0
741951,2,1,1,0
742070,3,1,1,0
742163,2,1,1,0
742185,27,1,1,0
742661,1,1,1,0
742698,0,1,2,0
742824,6,1,1,0
742889,18,1,1,0
742963,1,2,2,0
743101,6,1,1,0
743198,1,0,1,0
743285,3,1,1,0
743308,3,1,1,0
743319,24,2,2,0
743466,19,2,1,0
743497,1,1,1,0
743537,2,1,1,0
743674,3,1,1,0
743832,1,1,1,0
743835,12,1,1,0
744118,3,2,2,0
744123,1,1,1,0
744188,0,1,1,0
744243,6,2,2,0
744315,2,1,1,0
744454,28,1,1,0
744474,5,1,1,0
744547,5,1,1,0
744651,2,1,1,0
744717,2,1,1,0
744769,11,1,1,0
745007,5,1,1,0
745037,1,1,1,0
745358,1,2,2,0
745504,20,0,1,0
745620,3,1,1,0
745633,10,3,2,0
745702,5,1,1,0
745802,4,0,1,0
745877,10,1,1,0
746204,4,0,1,0
746296,7,1,1,0
746343,1,1,1,0
746554,19,4,5,0
746666,0,1,1,0
746698,23,1,1,0
746706,3,1,1,0
746841,2,1,1,0
746939,46,9,3,0
747091,4,2,2,0
747097,2,1,1,0
747123,3,1,1,0
747165,0,1,1,0
747251,1,1,1,0
747310,1,0,1,0
747537,2,1,1,0
747630,5,2,2,0
747695,1,1,1,0
747952,11,1,1,0
748001,1,1,1,0
748035,2,1,1,0
748040,352,41,26,3
748102,4,0,1,0
748120,2,2,1,0
748342,26,3,3,0
748427,7,1,1,0
748562,105,22,11,0
748586,2,1,1,0
748697,24,2,3,0
748726,13,1,1,0
748917,2,1,1,0
748969,11,1,1,0
748994,4,1,1,0
749196,2,1,1,0
749201,9,3,4,0
749244,1,1,1,0
749407,2,1,1,0
749501,5,2,1,0
749945,1,1,1,0
750008,3,1,1,0
750151,6,1,1,0
750601,294,43,39,3
750603,1,1,1,0
750724,4,1,1,0
750808,2,2,1,0
750986,12,3,2,0
751033,19,2,2,0
751054,1,1,1,0
751149,3,0,1,0
751200,0,1,1,0
751256,1,2,1,0
751291,15,6,2,0
751321,2,0,1,0
751418,7,1,1,0
751754,1,0,1,0
751832,1,0,1,0
752309,2,1,1,0
752555,1,1,1,0
753155,1,1,1,0
753277,3,2,1,0
753425,11,0,1,0
753438,2,1,1,0
753494,2,2,1,0
753768,5,2,1,0
753827,7,2,2,0
753987,10,2,2,0
754039,10,33,6,0
754046,4,1,1,0
754049,0,1,1,0
754077,2,1,2,0
754142,3,1,1,0
754188,1,1,1,0
754218,50,13,10,0
754341,5,1,1,0
754358,0,0,3,0
754472,5,1,1,0
754523,20,1,1,0
754579,5,0,1,0
754661,36,2,2,0
754666,13,1,1,0
754781,8,2,1,0
754989,4,1,1,0
755110,7,2,2,0
755125,10,1,1,0
755363,1,1,1,0
755413,39,0,1,0
755534,6,1,1,0
755605,7,3,1,0
755636,2,1,1,0
755797,3,1,1,0
755815,1,5,3,0
755979,4,1,1,0
756442,43,2,2,0
756459,9,1,1,0
756473,3,0,1,0
756562,1,1,2,0
756574,5,2,1,0
756583,3,1,1,0
756632,47,6,2,0
756716,10,2,2,0
756735,24,2,1,0
756779,4,1,1,0
756858,2,1,2,0
756996,2,1,1,0
757132,7,1,1,0
757199,2,1,1,0
757344,13,0,1,0
757355,1023,127,101,2
757591,7,3,2,0
757892,9,1,1,0
757934,7,1,1,0
757989,6,2,2,0
758150,1,2,1,0
758223,3,2,1,0
758315,3,1,1,0
758346,11,2,2,0
758359,13,2,2,0
758719,16,2,1,0
758725,1,1,1,0
758797,2,2,1,0
758827,5,2,2,0
759183,18,0,1,0
759288,17,4,3,0
759353,8,2,2,0
759356,28,2,1,0
759678,5,2,1,0
759893,1,1,2,0
760024,2,1,1,0
760119,7,2,4,0
760187,4,1,1,0
760257,20,3,2,0
760266,5,1,1,0
760430,122,5,4,0
760537,5,1,1,0
760652,1,1,1,0
760673,20,2,2,0
760728,34,4,1,0
760986,11,2,1,0
761181,5,4,3,0
761332,3,1,1,0
761381,2,2,2,0
761482,60,69,59,3
761583,3,0,1,0
761655,11,1,1,0
761680,6,0,1,0
761783,38,11,6,0
761862,28,2,2,0
762073,3,0,1,0
762163,3,1,1,0
762170,5,1,1,0
762687,3,1,1,0
762703,8,1,1,0
763153,5,1,1,0
763195,1,1,1,0
763234,1,1,1,0
763257,26,33,14,0
763580,1,1,1,0
763582,2,1,1,0
763594,2,1,1,0
763653,2,1,1,0
763741,3,2,1,0
763880,1,0,1,0
763954,5,0,1,0
764068,41,1,1,0
764150,3,1,1,0
764490,5,1,1,0
764672,1,1,1,0
764755,6,1,1,0
764790,8,9,13,0
764802,2,1,1,0
764821,11,1,1,0
765630,1166,60,51,3
765671,2,1,1,0
765884,31,1,1,0
765900,6,6,6,0
766104,4,2,1,0
766217,18,1,1,0
766227,1,1,2,0
766244,3,1,1,0
766389,3,1,1,0
766423,4,1,1,0
766486,29,1,2,0
766489,5,0,1,0
766502,4,1,1,0
766526,2,1,1,0
766527,4,1,1,0
766603,5,4,3,0
766850,0,0,1,0
767044,4,0,2,0
767157,8,1,1,0
767178,4,0,1,0
767419,6,1,1,0
767448,6,3,3,0
767480,1,1,1,0
767636,2,1,1,0
767702,3,0,1,0
767789,6,1,1,0
767849,5,1,1,0
768067,5,1,1,0
768137,17,0,1,0
768341,2,1,1,0
768775,3,0,1,0
768875,3,3,1,0
768923,10,1,1,0
768931,1,1,1,0
768946,30,8,7,0
769006,8,1,1,0
769016,5,1,1,0
769032,0,1,1,0
769140,1,1,1,0
769241,7,1,1,0
769337,1,1,1,0
769676,1,3,3,0
769790,4,1,1,0
769836,6,2,1,0
769838,4,2,2,0
769903,4,1,1,0
769985,3,1,1,0
770015,1,1,1,0
770097,7,3,1,0
770124,9,1,1,0
770170,4,1,1,0
770188,2,0,1,0
770189,1,1,1,0
770282,6,1,1,0
770292,21,6,2,0
770538,24,1,2,0
770651,57,1,2,0
770690,1,1,1,0
770741,9,1,2,0
770829,1,1,1,0
770887,1,1,1,0
770983,68,2,2,0
771058,7,2,2,0
771313,60,4,1,0
771466,12,1,1,0
771571,58,4,2,0
771611,3,1,1,0
771659,1,1,1,0
771722,1,0,1,0
771810,35,1,1,0
771838,7,1,1,0
771903,1,1,1,0
771946,3,2,2,0
772015,8,1,1,0
772037,10,1,1,0
772213,5,1,1,0
772262,31,5,4,0
772273,4,1,1,0
772285,25,2,1,0
772453,45,3,1,0
772687,2,2,2,0
773110,0,1,1,0
773156,25,2,1,0
773217,6,0,1,0
773901,49,3,2,0
773947,2,3,1,0
773985,4,1,1,0
774018,10,2,2,0
774274,2,1,1,0
774305,2,0,1,0
774424,17,1,1,0
774758,35,0,1,0
774788,0,0,1,0
774920,9,4,2,0
775150,26,1,1,0
775282,7,1,1,0
775289,1,1,1,0
775616,11,5,2,0
775821,3,1,1,0
775942,1,0,1,0
776052,2,1,1,0
776325,21,2,1,0
776534,159,1,1,0
776665,3,0,1,0
776927,8,3,1,0
776945,1,1,1,0
776978,11,0,1,0
777134,12,2,1,0
777365,1,1,1,0
777503,18,6,2,0
777788,3,2,2,0
777821,1,1,1,0
777857,3,1,1,0
777908,72,2,2,0
777942,7,1,1,0
778098,2,1,1,0
778118,1,1,1,0
778442,4,1,1,0
778459,2,1,1,0
778509,2,1,1,0
778937,15,2,2,0
779000,1,1,1,0
779056,4,2,2,0
779386,1,1,1,0
779397,1,1,1,0
779514,1,1,2,0
779785,3,1,1,0
779794,14,1,1,0
780205,9,2,2,0
780230,3,1,1,0
780301,2,1,1,0
780392,4,3,2,0
780488,2,1,1,0
780708,1,1,1,0
780731,12,1,1,0
780733,6,1,1,0
780925,1,1,1,0
781099,5,1,1,0
781101,8,2,2,0
781156,9,2,2,0
781189,2,2,1,0
781477,0,1,1,0
781583,3,0,1,0
781592,2,3,2,0
781616,5,1,1,0
781666,3,1,1,0
781731,3,1,1,0
781759,2,4,1,0
781972,10,1,1,0
781974,1,1,1,0
781980,4,1,1,0
782163,1,1,1,0
782169,1,1,1,0
782178,14,1,1,0
782325,6,1,1,0
782343,6,1,1,0
782523,32,1,1,0
782961,5,3,3,0
783088,2,1,1,0
783254,2,1,1,0
783282,6,0,1,0
783364,14,2,1,0
783405,3,1,1,0
783408,1,0,1,0
783599,1,0,1,0
783700,1,1,1,0
783756,5,4,4,0
783857,2,1,1,0
783905,1,1,1,0
783998,1,0,1,0
784049,13,5,2,0
784178,2,1,1,0
784477,7,1,1,0
784543,2,0,1,0
784558,12,1,1,0
784757,10,1,1,0
784769,20,11,1,0
784783,4,1,1,0
785001,1,1,1,0
785043,0,1,1,0
785226,13,1,1,0
785456,9,2,2,0
785643,2,1,1,0
785737,1,1,1,0
785782,4,0,1,0
785814,4,1,1,0
786017,5,4,3,0
786045,9,1,2,0
786265,7,1,1,0
786374,1,1,1,0
786406,13,1,1,0
786486,2,1,1,0
786728,1,1,1,0
786834,2,1,1,0
787217,6,2,2,0
787290,16,1,1,0
787425,6,1,1,0
787440,1,2,1,0
787802,5,5,5,0
787878,0,1,1,0
787997,1,0,1,0
788113,26,4,3,0
788475,2,1,1,0
788871,7,2,2,0
788900,3,5,5,0
788972,4,2,1,0
789256,1,1,1,0
789277,15,2,2,0
789620,8,4,4,0
789675,1,1,1,0
789699,6,1,1,0
789749,3,1,1,0
789793,16,2,3,0
789844,16,1,1,0
789937,1,1,1,0
789945,18,1,1,0
790272,2,1,1,0
790379,2,1,1,0
790828,27,1,1,0
791048,1,1,1,0
791108,17,1,1,0
791118,1,0,1,0
791204,5,0,1,0
791361,2,1,1,0
791547,21,1,1,0
791551,0,1,1,0
791616,5,1,1,0
791750,51,9,2,0
791783,5,1,1,0
791854,4,1,1,0
791895,13,1,1,0
792208,10,1,1,0
792383,1,1,1,0
792479,2,2,1,0
792567,2,1,1,0
792616,1,1,1,0
792642,11,1,1,0
792658,9,1,2,0
792663,6,1,1,0
792741,129,21,3,0
792995,53,2,1,0
793007,26,3,2,0
793038,5,5,3,0
793091,17,3,3,0
793134,0,0,1,0
793157,3,2,2,0
793374,3,2,2,0
793424,7,1,1,0
793602,2,0,1,0
793661,12,2,2,0
793866,5,1,1,0
794126,4,2,2,0
794152,1,1,1,0
794304,19,1,1,0
794340,3,2,1,0
794642,1,1,1,0
794751,80,3,2,0
794758,16,4,2,0
794775,7,1,1,0
795056,17,9,5,0
795060,3,5,4,0
795171,1,1,1,0
795257,2,1,1,0
795274,2,0,1,0
795423,17,2,1,0
795448,1,0,1,0
795731,0,0,2,0
795975,9,2,2,0
796000,2,0,2,0
796062,12,2,2,0
796083,21,1,1,0
796090,2,1,1,0
796253,33,3,2,0
796367,1,0,1,0
796470,14,3,2,0
796611,1,1,1,0
796670,1,1,1,0
796940,1,2,2,0
797023,2,1,1,0
797108,3,2,2,0
797295,3,1,1,0
797409,221,48,40,3
797487,4,1,1,0
797644,3,1,1,0
797729,5,1,2,0
797789,1,1,1,0
797872,2,1,1,0
797935,1,0,1,0
798349,1,1,1,0
798441,1,0,1,0
798738,1,1,1,0
798809,43,0,1,0
799313,34,2,2,0
799331,19,15,8,0
799355,3,1,1,0
799471,1,1,1,0
799678,4,1,1,0
799716,1,1,1,0
799861,2,1,2,0
799974,1,2,1,0
800138,3,1,1,0
800150,7,0,1,0
800426,11,2,2,0
800489,6,3,3,0
800578,6,1,1,0
800638,1,0,1,0
800723,7,2,2,0
800777,15,1,1,0
800894,6,1,1,0
800917,11,1,1,0
801026,2,1,1,0
801091,21,1,1,0
801172,10,1,1,0
801313,2,1,1,0
801365,2,1,1,0
801554,7,1,1,0
801664,22,2,1,0
801898,4,1,1,0
802043,7,0,1,0
802259,9,2,1,0
802281,5,3,2,0
802379,6,3,2,0
802580,12,1,1,0
802676,6,8,1,0
802702,0,1,1,0
802717,1,1,1,0
803016,9,1,1,0
803139,14,1,1,0
803150,1,1,1,0
803791,0,1,1,0
803960,17,3,1,0
803997,14,1,1,0
804113,20,2,2,0
804216,4,1,1,0
804418,15,3,3,0
804434,6,1,1,0
804657,3,1,1,0
804712,2,1,1,0
804836,2,1,1,0
804842,1,1,1,0
804846,2,1,1,0
804876,11,1,1,0
804983,2,1,1,0
805200,65,3,1,0
805204,66,10,7,0
805249,2,1,1,0
805254,1,1,1,0
805448,0,0,1,0
805595,5,0,1,0
805630,12,1,1,0
805761,1,1,1,0
805780,13,4,4,0
805787,2,1,1,0
805790,10,2,2,0
805864,2,1,1,0
806014,11,3,2,0
806308,1,1,1,0
806371,2,1,1,0
806439,3,1,1,0
806787,5,1,1,0
806817,18,2,2,0
806954,4,1,1,0
807288,2,1,1,0
807462,2,1,1,0
807509,56,4,2,0
807730,9,1,1,0
807851,14,3,2,0
807918,22,2,1,0
808207,9,3,3,0
808303,5,0,1,0
808351,9,2,1,0
808400,1,1,1,0
808508,3,1,1,0
808547,0,1,1,0
808750,0,1,1,0
808813,118,4,3,0
808966,3,0,1,0
808985,2,1,1,0
809043,11,1,1,0
809109,11,2,2,0
809129,18,3,1,0
809220,2,1,1,0
809384,3,1,2,0
809388,1,1,1,0
809402,3,0,1,0
809818,3,1,1,0
809822,746,67,60,3
809888,15,0,1,0
809973,2,1,1,0
810114,3,1,1,0
810342,1,1,1,0
810608,4,1,1,0
810900,3,1,1,0
810921,1,1,2,0
811031,1,0,1,0
811310,2,1,1,0
811563,1,0,1,0
811745,90,2,1,0
811818,3,1,1,0
811838,43,10,2,0
811841,2,1,1,0
811978,3,1,1,0
812069,4,1,1,0
812122,2,1,1,0
812393,14,1,1,0
812624,1,1,1,0
812693,4,1,1,0
812707,4,1,2,0
812764,3,0,1,0
812909,2,1,1,0
813035,9,3,3,0
813069,1,1,1,0
813137,2,2,2,0
813175,4,1,1,0
813307,2,1,1,0
813387,27,7,6,0
813417,2,1,1,0
813446,10,1,1,0
813450,1,1,1,0
813477,14,2,2,0
813796,3,1,1,0
813925,15,2,2,0
813971,77,15,1,0
814041,23,3,2,0
814059,2,1,1,0
814238,4,0,1,0
814542,16,3,2,0
814619,3,1,1,0
814663,33,6,4,0
814864,17,4,4,0
814892,3,1,1,0
815215,18,1,1,0
815259,9,1,1,0
815343,2,1,1,0
815466,1,1,1,0
815560,1,1,1,0
815663,1,0,1,0
815678,2,1,1,0
815905,0,2,2,0
816056,7,1,1,0
816102,2,1,1,0
816144,1,1,1,0
816161,16,2,1,0
816384,12,2,1,0
816637,4,1,1,0
816889,1,1,1,0
816978,12,1,1,0
817080,1,1,1,0
817448,3,1,1,0
817474,18,5,5,0
817978,3,1,1,0
818050,2,1,1,0
818067,3,1,1,0
818116,9,2,2,0
818205,2,0,1,0
818254,14,1,1,0
818334,7,1,1,0
818371,4,1,1,0
818589,0,1,1,0
818645,2,1,1,0
818734,6,3,3,0
818819,1,1,1,0
819001,1,1,1,0
819108,1,1,1,0
819210,2,0,1,0
819520,2,1,1,0
819547,86,15,14,0
819587,20,6,4,0
820002,1,3,1,0
820155,12,3,3,0
820159,147,7,5,0
820191,2,1,1,0
820229,4,1,1,0
820254,4,2,2,0
820349,1,1,1,0
820440,10,2,1,0
820530,22,1,1,0
820759,3,1,1,0
820848,1,1,1,0
820902,3,1,1,0
821083,28,3,2,0
821263,6,3,2,0
821427,3,1,1,0
821436,1,1,1,0
821737,1,0,1,0
821982,17,5,2,0
822058,3,1,1,0
822155,2,1,2,0
822168,3,1,1,0
822310,25,16,16,0
822325,5,3,1,0
822416,5,2,2,0
822553,4,1,1,0
822869,1,0,1,0
823073,1,0,1,0
823124,3,1,1,0
823143,4,1,1,0
823349,10,1,1,0
823481,2,1,1,0
823664,8,1,1,0
823705,21,1,1,0
823721,3,2,1,0
823746,1,1,1,0
823931,1,1,1,0
823982,77,1,2,0
824061,2,1,1,0
824071,6,0,1,0
824082,91,4,5,0
824119,4,1,1,0
824335,3,1,1,0
824550,20,1,1,0
824760,1,1,1,0
824775,23,2,1,0
824837,4,1,1,0
824842,345,113,22,3
824918,2,1,1,0
825030,6,2,1,0
825191,2,1,1,0
825224,0,2,2,0
825226,2,1,1,0
825307,1,0,1,0
825321,885,6,4,3
825557,18,4,2,0
825563,2,1,1,0
825575,28,1,1,0
825800,3,1,1,0
826010,2,1,1,0
826073,5,1,1,0
826101,1,1,1,0
826275,46,0,3,0
826663,0,2,2,0
826774,7,1,1,0
826799,4,2,2,0
826804,1,0,1,0
826820,2,1,1,0
826958,6,1,1,0
827164,8,0,1,0
827184,0,1,1,0
827191,2,1,1,0
827333,1,1,1,0
827376,0,1,1,0
827595,11,0,1,0
827689,7,1,1,0
827884,2,2,1,0
827999,1,1,1,0
828218,5,0,1,0
828219,2,1,1,0
828257,3,1,1,0
828308,22,1,3,0
828437,1,1,1,0
828542,6,1,2,0
828727,1,0,1,0
829183,5,1,1,0
829289,244,22,24,0
830003,2,0,1,0
830026,2,2,1,0
830069,0,1,1,0
830113,2,1,1,0
830328,1,2,1,0
830370,4,1,1,0
830793,8,1,1,0
830875,11,5,2,0
831008,5,1,1,0
831120,11,3,3,0
831139,3,2,2,0
831166,2,0,1,0
831213,1,1,1,0
831387,0,0,1,0
831413,10,2,1,0
831443,3,1,1,0
831449,6,1,1,0
831463,2,1,1,0
831617,4,1,1,0
831854,2,1,1,0
831928,3,4,4,0
832222,1,1,1,0
832453,6,2,2,0
832527,5,1,1,0
832580,3,1,1,0
832747,6,1,1,0
832751,1,1,1,0
832773,5,1,1,0
832864,10,1,1,0
832904,17,1,1,0
833217,2,0,1,0
833404,9,1,1,0
833429,1,1,1,0
833447,7,1,1,0
833719,14,2,1,0
833834,2,1,1,0
834036,10,1,1,0
834421,1,1,1,0
834550,1,0,1,0
834646,7,4,1,0
834679,5,1,1,0
834736,1,0,1,0
834832,8,0,1,0
834898,1,1,1,0
834998,4,2,2,0
835094,5,1,1,0
835193,1,1,1,0
835208,10,1,1,0
835215,5,0,1,0
835295,5,0,1,0
835424,2,1,1,0
835566,1,0,1,0
835586,5,1,1,0
835648,3,1,1,0
835657,9,1,1,0
835779,72,1,1,0
836045,2,3,2,0
836186,18,1,1,0
836212,18,2,2,0
836341,13,1,1,0
836347,1,1,1,0
836485,3,1,1,0
836542,1,1,1,0
836635,1720,124,90,2
836799,3,1,1,0
836852,5,2,1,0
837052,23,6,4,0
837186,12,1,1,0
837197,24,1,1,0
837233,1,1,1,0
837242,1,0,1,0
837352,1,0,1,0
837376,0,0,1,0
837377,46,11,5,0
837613,1,0,1,0
837657,32,2,2,0
837675,3,1,1,0
837781,5,1,1,0
837952,1,1,1,0
838086,1,1,1,0
838113,21,1,1,0
838154,9,1,1,0
838194,1,1,1,0
838226,7,2,2,0
838490,3,1,1,0
839322,14,1,2,0
839347,3,1,1,0
839496,1,1,1,0
839529,20,3,1,0
839704,2,1,1,0
839761,1,1,1,0
839832,1,0,1,0
839860,4,1,1,0
840029,3,1,1,0
840031,0,2,1,0
840076,3,1,1,0
840234,4,0,1,0
840427,5,2,1,0
840638,1,1,1,0
840742,0,0,1,0
840783,7,1,1,0
840793,4,1,1,0
840868,3,1,1,0
841511,8,1,1,0
841560,1,1,1,0
841657,9,1,1,0
841767,2,1,1,0
841939,211,44,38,3
842249,6,1,1,0
842264,2,1,1,0
842297,2,1,1,0
842357,2,1,1,0
842413,1,1,1,0
842547,10,1,1,0
842640,1,0,1,0
842713,0,1,1,0
842906,1,1,1,0
843246,1,1,1,0
843284,20,8,2,0
843382,1,0,1,0
843438,3,7,2,0
843535,1,1,1,0
843754,2,1,1,0
843805,1,2,1,0
843884,2,1,1,0
844369,6,1,1,0
844406,4,1,1,0
844423,1,1,1,0
844650,22,1,1,0
844840,3,1,1,0
845364,0,1,1,0
845399,3,1,1,0
845681,2,1,1,0
845701,9,2,2,0
845909,4,0,1,0
846135,4,1,1,0
846194,2,1,1,0
846256,7,1,1,0
846581,2,1,1,0
846617,12,3,2,0
846650,11,2,1,0
846763,9,6,5,0
846775,3,2,2,0
846908,16,5,2,0
847359,2,2,1,0
848052,2,1,1,0
848086,3,1,1,0
848163,1,1,1,0
848371,3,2,1,0
848427,6,4,2,0
848474,8,0,1,0
848739,1,1,1,0
848806,0,2,1,0
849034,2,0,1,0
849201,2,1,1,0
849322,14,2,1,0
849756,15,1,1,0
849838,2,0,1,0
849872,4,3,2,0
849908,5,1,1,0
849941,8,1,1,0
849992,1,1,1,0
850173,6,1,1,0
850317,2,1,2,0
850320,4,1,1,0
850462,2,1,1,0
850520,4,2,2,0
850561,5,2,1,0
850564,27,4,3,0
850942,2,1,1,0
850983,4,1,1,0
851049,14,3,1,0
851095,1,1,1,0
851228,2,1,1,0
851296,8,1,1,0
851416,0,1,1,0
851563,11,0,1,0
851653,1,1,1,0
851858,7,2,1,0
851970,3,1,1,0
851973,6,2,1,0
852055,24,2,2,0
852118,0,1,1,0
852251,3,1,4,0
852252,49,1,1,0
852288,0,1,1,0
852548,1,0,1,0
852757,2,2,2,0
852875,3,1,1,0
853218,13,1,1,0
853312,4,1,1,0
853545,11,2,1,0
853627,7,2,1,0
853747,7,2,2,0
853851,5,0,1,0
853860,0,1,1,0
853874,1,1,1,0
854134,3,4,3,0
854227,3,1,1,0
854310,5,2,1,0
854415,11,3,1,0
854516,4,1,1,0
854517,2,1,1,0
854570,4,0,1,0
854740,4,1,1,0
854797,12,2,2,0
854854,4,1,1,0
854858,5,2,1,0
854863,3,1,1,0
854879,7,1,1,0
855092,1,1,1,0
855251,6,1,1,0
855383,2,2,2,0
855614,46,1,2,0
855713,17,3,3,0
855728,172,5,5,0
855941,1,1,1,0
856226,3,3,3,0
856304,6,6,4,0
856489,0,1,1,0
856584,1,3,3,0
856600,3,1,1,0
856639,1,1,1,0
856753,9,1,1,0
856766,12,1,1,0
856826,7,1,1,0
856897,5,2,1,0
856909,72,2,1,0
856949,1,1,1,0
857013,34,2,2,0
857125,1,1,1,0
857188,7,2,1,0
857417,28,1,1,0
857465,5,2,2,0
857716,1,1,2,0
858052,19,0,1,0
858127,14,1,1,0
858299,3,1,1,0
858324,9,2,2,0
858411,3,3,2,0
858445,13,1,2,0
858493,1,1,1,0
858524,9,0,1,0
858750,0,1,1,0
858934,15,1,1,0
858951,10,1,1,0
858966,17,1,1,0
859012,2,0,1,0
859080,3,1,1,0
859454,9,3,3,0
859462,2,1,1,0
859654,3,1,1,0
859783,7,2,1,0
859964,3,3,1,0
860026,12,1,1,0
860075,26,8,3,0
860099,1,1,1,0
860228,6,1,1,0
860295,1,1,1,0
860652,5,0,2,0
860950,5,0,1,0
861157,13,1,1,0
861158,6,1,1,0
861173,1,1,2,0
861299,1573,230,188,2
861301,21,1,1,0
861356,4,1,1,0
861630,60,10,2,0
861638,70,1,1,0
861651,3,2,2,0
861923,3,0,2,0
861940,3,3,1,0
862280,3,1,1,0
862551,5,1,1,0
862608,16,4,1,0
862751,4,1,1,0
862797,7,0,1,0
862823,3,2,1,0
863141,6,1,1,0
863181,7,1,1,0
863183,2,2,1,0
863203,11,2,1,0
863219,542,33,28,3
863250,2,1,1,0
863260,9,1,1,0
863345,1,1,1,0
863452,11,4,1,0
863549,1,4,2,0
863634,11,6,2,0
863830,12,3,2,0
864077,2,1,1,0
864512,4,1,1,0
864513,1,2,2,0
864621,2,1,1,0
864632,0,1,1,0
864696,1,1,1,0
864738,23,2,2,0
864847,1,1,1,0
864848,2,0,1,0
865129,3,1,1,0
865268,16,1,1,0
865376,9,1,2,0
865620,1,1,1,0
865638,1,1,1,0
865646,6,0,1,0
865905,0,1,1,0
865938,1,1,1,0
865943,1,1,1,0
866176,2,1,1,0
866191,28,4,6,0
866242,5,3,3,0
866327,3,1,1,0
866540,7,1,1,0
866629,2,1,1,0
866887,2,1,1,0
866924,2,1,1,0
867161,2,1,1,0
867219,3,1,1,0
867277,0,1,1,0
867302,1,2,1,0
867355,0,2,3,0
867365,3,0,1,0
867441,17,12,3,0
867490,19,1,1,0
867658,2,1,1,0
867768,3,2,2,0
867926,0,1,1,0
868057,94,11,3,0
868302,26,1,1,0
868429,9,1,1,0
868475,2,1,1,0
868499,2,1,1,0
868505,5,2,2,0
868541,78,9,7,0
868795,0,1,1,0
868964,7,2,1,0
868985,0,1,1,0
869008,1,1,1,0
869081,8,0,1,0
869101,10,1,1,0
869123,6,3,1,0
869170,2,1,1,0
869183,25,1,1,0
869275,1,1,1,0
869432,2,2,2,0
869542,3,1,1,0
869544,6,1,1,0
869576,1,1,1,0
869663,4,1,1,0
869899,8,1,1,0
870052,23,2,1,0
870114,4,1,1,0
870243,15,1,1,0
870323,33,2,3,0
870390,1,1,1,0
870683,2,1,1,0
870834,1,2,1,0
870843,20,1,2,0
871147,5,1,1,0
871178,2,1,1,0
871243,7,0,1,0
871303,3,3,1,0
871359,8,1,1,0
871413,11,3,1,0
871414,9,1,1,0
871424,4,1,1,0
871476,2,1,1,0
871854,2,0,1,0
871971,4,1,1,0
872005,4,0,1,0
872183,1,1,1,0
872187,5,0,1,0
872338,20,7,7,0
872457,3,0,1,0
872574,1,1,1,0
872690,6,1,1,0
872963,3,3,2,0
873157,5,2,2,0
873285,17,1,1,0
873287,14,1,1,0
873353,13,3,3,0
873361,8,1,1,0
873401,2,1,1,0
873435,6,1,1,0
873597,50,1,1,0
873605,0,1,1,0
874288,5,1,1,0
874524,17,5,1,0
874668,0,0,1,0
874723,5,1,1,0
875146,1,3,2,0
875263,20,2,1,0
875441,4,1,1,0
875496,2,1,1,0
875538,1,1,1,0
875557,5,1,1,0
875801,0,1,1,0
875891,1,1,1,0
875921,18,4,4,0
875980,6,1,1,0
876029,1,1,1,0
876241,1,1,1,0
876254,3,1,1,0
876319,4,1,1,0
876323,8,2,1,0
876481,1,1,1,0
876581,1,1,1,0
876612,2,1,1,0
876719,11,0,1,0
877058,13,2,2,0
877108,8,1,1,0
877212,2,1,1,0
877289,11,1,1,0
877309,4,1,1,0
877421,4,1,1,0
877486,12,6,2,0
877963,9,1,1,0
878229,1,1,1,0
878466,4,2,2,0
878690,6,2,1,0
878699,2,1,1,0
879019,3,2,2,0
879063,8,1,1,0
879169,5,1,1,0
879173,6,2,1,0
879320,0,0,1,0
879518,3,1,1,0
879685,7,2,2,0
879818,15,3,3,0
879907,1,1,2,0
880099,1,1,1,0
880333,6,1,1,0
880377,2,1,1,0
880465,11,4,2,0
880513,2,1,1,0
880629,8,1,1,0
880840,5,1,1,0
880959,11,0,1,0
881061,56,9,3,0
881365,9,1,1,0
881599,13,1,1,0
881608,5,1,1,0
881734,3,1,1,0
881932,2,2,2,0
881948,9,1,1,0
